,Unnamed: 0,sample1,sample2,score
80,710,"[""julian's school was the first art school in paris to offer women only classes"", 'julian wanted to encourage the distinctive style of women in paris', 'julian viewed himself as a social reformer', 'julian possessed outstanding business skills']","['they usually behave in playful and amusing ways', 'they usually behave the way that real norwegian people behave', 'most are giants , trolls , or dragons', 'most are based on actual historical figures']",0
81,711,"['they usually behave in playful and amusing ways', 'they usually behave the way that real norwegian people behave', 'most are giants , trolls , or dragons', 'most are based on actual historical figures']","[""it has been the site of earth's highest wind speeds"", 'it is subject to laws that restrict experimentation', 'it is accessible to heavy machinery', 'it is not subject to significant changes in temperature']",0
82,712,"['they supplied an additional food source for gypsy moths', 'they introduced gypsy moths to areas where there had been none', 'they cleared oak trees from some areas where both animal species lived', 'they manipulated the numbers of mice and acorns in some areas']","[""children's literature became less popular"", 'attempts were made to modernize the plots of traditional folktales', 'folktales began to be regarded as an important aspect of norwegian culture', 'folktales in norway became more similar to folktales from other parts of europe']",0
83,713,"['they do not need an instructor to coach them', 'they do not usually take swimming classes', 'they must pay an extra fee to use the equipment', 'they do not need a gym pass']","[""children's literature became less popular"", 'attempts were made to modernize the plots of traditional folktales', 'folktales began to be regarded as an important aspect of norwegian culture', 'folktales in norway became more similar to folktales from other parts of europe']",0
84,714,"['to help the man understand game theory', 'to describe how biologists analyse data about adaptation', 'to suggest a way for the man to find information about game theory', ""to explain the format required for the man's term paper""]","['the role played by folktales in contemporary norwegian society', 'a description of the major types of norwegian folktales', 'a comparison of norwegian folktales and norwegian folk legends', 'an illustration of the differences between oral literature and written literature']",0
85,715,"['the role played by folktales in contemporary norwegian society', 'a description of the major types of norwegian folktales', 'a comparison of norwegian folktales and norwegian folk legends', 'an illustration of the differences between oral literature and written literature']","['to explain his interest in a particular field of study', 'to explain why he is looking for a job so late in the semester', 'to explain why he would like to be an exchange student the following year', 'to explain how he learned his computer skills']",0
86,716,"['they act more predictably than other characters', 'they are difficult for readers to understand', ""they help reveal the main character's personality"", 'they are the only characters able to experience defeat']","['they are very imaginative', 'they are somewhat realistic', 'they stress what is important in a culture', 'they show similarities between otherwise diverse societies']",1.5
87,717,"['scientists should have accepted the claim when it was first published', 'there is not enough evidence to know if the team actually discovered element 43', ""the team's unusual scientific methods were unreliable"", ""if the team's ore sample had contained element 43 , the team would have been able to isolate a weighable amount""]","['they are very imaginative', 'they are somewhat realistic', 'they stress what is important in a culture', 'they show similarities between otherwise diverse societies']",0
88,718,"['she finds the study interesting but is not convinced that prairie dogs can communicate', 'she thinks that some claims made by the researchers are not supported by their findings', 'she sees the study as proof that mammals other than humans possess a form of language', 'she thinks the researchers misinterpreted the high pitched barks as warming signals']","['it explains the origin of a physical characteristic of an animal', 'it uses animal behavior to explain human characteristics', 'it shows how animals were domesticated by people', 'it contains episodes of animals changing into people']",0
89,719,"['improved telescopes', 'advances in mathematics', 'the discovery of a new star', 'the position of uranus in a pattern']","['it explains the origin of a physical characteristic of an animal', 'it uses animal behavior to explain human characteristics', 'it shows how animals were domesticated by people', 'it contains episodes of animals changing into people']",0
90,720,"['to point out conventions found in most folktales', 'to point out differences between animal stories and comical stories', 'to give an example of a transformation story', 'to give an example of a story published in the first collection of norwegian folktales']","['the most popular features of ancient roman gardens', 'the goals of renaissance garden designers', 'the influence of renaissance gardens on modern italian gardens', 'differences between ancient greek gardens and ancient roman gardens']",0
91,721,"['to point out conventions found in most folktales', 'to point out differences between animal stories and comical stories', 'to give an example of a transformation story', 'to give an example of a story published in the first collection of norwegian folktales']","['clear glass was easier to find than quartz', 'clear glass was easier to cut to the appropriate size', 'clear glass magnified the letters more than quartz did', 'clear glass was less expensive than quartz']",0
92,722,"['typical features of the snowshoe hare that do not result from adaptation', 'various strategies used by snowshoe hares to find food during the winter', 'characteristics that snowshoe hares have developed in response to their environment', 'interactions between snowshoe hares and human populations in the state of maine']","['the reasons people are not always truthful in conversations', 'the need for greater regulation of language used in advertising', 'the need for maximum precision and detail in everyday conversation', 'the role of certain rules in determining what a speaker means']",0
93,723,"['sunspots are shadows of planets trussing the sun', 'sunspots are cloud in the solar atmosphere', ""sunspots are evidence of the sun's rotation"", 'sunspots are evidence of magnetic fields']","['typical features of the snowshoe hare that do not result from adaptation', 'various strategies used by snowshoe hares to find food during the winter', 'characteristics that snowshoe hares have developed in response to their environment', 'interactions between snowshoe hares and human populations in the state of maine']",0
94,724,"['sunspots are shadows of planets trussing the sun', 'sunspots are cloud in the solar atmosphere', ""sunspots are evidence of the sun's rotation"", 'sunspots are evidence of magnetic fields']","['a decrease in the hours that the sun is up each day', 'a sudden drop in temperature', 'the increasing amount of snow on the ground', 'the changing nature of the food supply']",0
95,725,"['a decrease in the hours that the sun is up each day', 'a sudden drop in temperature', 'the increasing amount of snow on the ground', 'the changing nature of the food supply']","['the climate on earth when the sediment formed', 'the places on earth with the highest amounts of rainfall', 'the level of the oceans at the time', 'the organisms that lived when the sediment formed']",1.5
96,726,"['its feet would not yet have grown to resemble snowshoes', 'its babies would not yet be able to keep themselves warm', 'its chances of being seen by a predator are much higher', 'it might not be able to locate where it stored its food supply']","['art in the neolithic period', 'the site of a neolithic town', 'methods of making stone tools', 'the domestication of plants and animals by early farmers']",0
97,727,"['to teach a lesson about the structure of solid matter', 'to share a recent advance in geology', 'to give an example of how ice can move rocks', 'to show how geologists need to combine information from several fields']","['its feet would not yet have grown to resemble snowshoes', 'its babies would not yet be able to keep themselves warm', 'its chances of being seen by a predator are much higher', 'it might not be able to locate where it stored its food supply']",0
98,728,"['take a trip with his medieval history class', 'practice speaking french', 'attend an awards ceremony', 'write a paper about montreal']","['it can reach food in higher locations better than its competitors', 'it can stay warm in cold weather longer than its competitors', 'it can outrun its predators in deep snow', 'it can dig under the snow to hide from its predators']",0
99,729,"['it allows far more precise observations', 'it is better for making observations within our own galaxy', 'it requires less sophisticated equipment', 'it is not affected by the weather']","['it can reach food in higher locations better than its competitors', 'it can stay warm in cold weather longer than its competitors', 'it can outrun its predators in deep snow', 'it can dig under the snow to hide from its predators']",0
100,730,"['store body fat for the cold months', 'remain lightweight through the winter', 'give birth during the winter', 'grow fur quickly during the first year after birth']","['designing a club web site', 'reserving audio visual equipment', 'sponsoring a guest speaker', 'setting up a campus e mail account']",0
101,731,"['to explain the importance of religion', 'to emphasize the significant of the nile river', 'to indicate when different types of crops were harvested', 'to describe early discoveries in astronomy']","['store body fat for the cold months', 'remain lightweight through the winter', 'give birth during the winter', 'grow fur quickly during the first year after birth']",0
102,732,"['the stars are approximately the same distance from the earth', 'the stars probably have some chemical elements in common', 'the stars have nearly the same brightness', 'the stars are probably of the same size']","['he does not know the location of his general orientation session', ""he lost the invitation to the engineering department's orientation session"", ""he cannot locate the building for the engineering department's orientation session"", 'he needs help deciding which area of engineering he should specialize in']",0
103,733,"['how to use the language lab', 'howe to make a video for the class', 'how to reserve a study room in the library', 'how to improve study habits']","['he does not know the location of his general orientation session', ""he lost the invitation to the engineering department's orientation session"", ""he cannot locate the building for the engineering department's orientation session"", 'he needs help deciding which area of engineering he should specialize in']",1
104,734,"['circular rooms with windows in the ceiling', 'floors that were easy to clean', 'a large, spacious common area', 'a single fireplace system that heated the entire house']","['he did not allow enough time to find the location of his orientation sessions', 'he did not receive the orientation materials on time', 'he is not using the most up to date map', 'he made a mistake reading his map']",0
105,735,"['the major differences between meteors and meteorites', 'the origins of comets and asteroids', 'the nature and origin of meteorites', 'the similarities between objects in the inner solar system']","['he did not allow enough time to find the location of his orientation sessions', 'he did not receive the orientation materials on time', 'he is not using the most up to date map', 'he made a mistake reading his map']",0
106,736,"['to acknowledge a large donation from a prominent engineering graduate', 'to honor an important professor who retired recently', 'to represent the engineering department that moved into it', 'to honor a former student who became an astronaut']","['it included unnecessary information', 'it did not include enough examples to illustrate the main point', 'the main point was expressed too abstractly', 'the paper ignored a key historical fact']",0
107,737,"['to acknowledge a large donation from a prominent engineering graduate', 'to honor an important professor who retired recently', 'to represent the engineering department that moved into it', 'to honor a former student who became an astronaut']","['it is not always the best choice for the environment', 'it is more nutritious than food that is not organically grown', 'it is difficult to obtain from focal farms regularly', 'it is served in the cafeteria almost every day']",0
108,738,"['he is impressed by the architecture of the buildings', 'he does not value its long tradition in aerospace engineering', 'he thinks it needs a more efficient orientation program', 'he believes it will help him become successful in his chosen field']","['an example of rapid climate change', 'a comparison of two mechanisms of climate change', 'the weather conditions in the present day sahara', 'recent geological findings made in the sahara']",0
109,739,"['help him collect more data in other areas of the state', 'submit his research findings for publication', ""give him the doctor's telephone number"", 'review the first version of his report']","['he is impressed by the architecture of the buildings', 'he does not value its long tradition in aerospace engineering', 'he thinks it needs a more efficient orientation program', 'he believes it will help him become successful in his chosen field']",0
110,740,"['to explain the similar reproductive rates in the two habitats', ""to explain the relation between a species'spopulation density and its nesting behavior"", 'to illustrate the advantages of a preferred habitat over a secondary habitat', 'to illustrate the possible impact of making a poor habitat selection']","['they have more possibilities for jobs if they take additional math courses', 'many of them eventually teach math courses at other universities', 'many of them have unrealistic expectations about becoming astronauts', 'they are not required to take a math course for a degree in the department']",0
111,741,"['they have more possibilities for jobs if they take additional math courses', 'many of them eventually teach math courses at other universities', 'many of them have unrealistic expectations about becoming astronauts', 'they are not required to take a math course for a degree in the department']","['it has no evolutionary connection to other trees growing in australia today', 'it has an inefficient reproductive system', 'its flower are located at the bases of the leaves', 'it is similar to some ancient fossils']",0
112,742,"['to ask which elective courses he will be teaching next semester', 'to get more advice on which elective courses to take next semester', 'to find out the difference between public relations and marketing', 'to get help deciding whether to pursue a graduate degree in marketing']","['factors involved in the increased growth of shrubs in arctic alaska', 'how temperature increases might be affecting the permafrost in arctic alaska', 'why nutrient production of microbes in the soil in arctic alaska is declining', 'reasons that grasslands are turning into tundra in arctic alaska']",0
113,743,"['building techniques that were common in the ancient world', 'evidence of several early attempts to build a pyramid', 'possible answers to an ancient mystery', 'the history of the pyramids of egypt']","['to ask which elective courses he will be teaching next semester', 'to get more advice on which elective courses to take next semester', 'to find out the difference between public relations and marketing', 'to get help deciding whether to pursue a graduate degree in marketing']",0
114,744,"['the fact that public relations does not involve advertising', 'the high level of competition for jobs in the public relations field', 'the number of groups that public relations professionals reach out to', 'the amount of education needed to work in the public relations field']","['by taking photographs that fit with current trends', ""by following one's own artistic views"", 'by consulting experienced photographers', 'by learning what gallery owners are interested in']",0
115,745,"['it relies on subjective reporting', 'it assesses a limited number of situations', 'it does not assess visual distractions', 'it does not account for factors other than distractability']","['the fact that public relations does not involve advertising', 'the high level of competition for jobs in the public relations field', 'the number of groups that public relations professionals reach out to', 'the amount of education needed to work in the public relations field']",0
116,746,"['by obtaining input from community members when developing new courses', 'by letting community members attend some lectures and classes without charge', 'by offering free career advice to community members', 'by offering tuition discounts to community members']","['element 43 has a very fast rate of decay', 'element 43 always contains small amount of other elements', 'element 43 cannot be created artificially', ""element 43's radioactivity makes it easy to isolate and measure""]",0
117,747,"['he is not sure his effort would be successful', 'he feels overwhelmed by all his schoolwork', 'he is unclear about what the professor wants his to do', 'he does not like to work on more than one assignment at a time']","['by obtaining input from community members when developing new courses', 'by letting community members attend some lectures and classes without charge', 'by offering free career advice to community members', 'by offering tuition discounts to community members']",0
118,748,"['it is worth reading', 'it focuses on a serious topic', 'she is not familiar with it', 'she read it for a literature class']","['the woman may need to work part time while attending graduate school', 'the woman should shop around for an affordable graduate school', 'the woman could probably find employment in the marketing field without a graduate degree', 'the woman should make sure that her graduate course of study interest her']",0
119,749,"['mines were dug under areas where trees were growing', 'loose soil led to trees being washed into the rivers', 'trees growing near the mines were cut and used as fuel', 'clouds of sulfur smoke killed trees in the area']","['the woman may need to work part time while attending graduate school', 'the woman should shop around for an affordable graduate school', 'the woman could probably find employment in the marketing field without a graduate degree', 'the woman should make sure that her graduate course of study interest her']",0
120,750,"['to explain why scientists disagree about the age of the moon', 'to present arguments in favor of another moon landing', 'to explain how scientists discovered a crater on the far side of the moon', 'to review some finding of a recent mission to the moon']","['the discovery that earth was much smaller than the sun', 'the lack of proof supporting the theory of epicycles', 'the influence of well known philosophers', 'the apparent stability of earth']",0.5
121,751,"['to investigate the information known about the troubadours', 'to explain the role of patriotic poetry during medieval times', 'to explain why opinions about knights changed during the medieval period', 'to compare two different types of medieval poems']","['the discovery that earth was much smaller than the sun', 'the lack of proof supporting the theory of epicycles', 'the influence of well known philosophers', 'the apparent stability of earth']",0
122,752,"['more stars would be visible in a heliocentric universe', 'a moving earth would create a strong wind', ""aristarchus's calculations were inaccurate"", 'objects fall toward the center of the universe']","['the environmental effects of heap roasting', 'the reforestation efforts in the copper basin', 'the process of mining and producing copper', 'damages caused during an attempt to clean up industrial waste']",0
123,753,"['more stars would be visible in a heliocentric universe', 'a moving earth would create a strong wind', ""aristarchus's calculations were inaccurate"", 'objects fall toward the center of the universe']","['operas became much longer', 'operas begin to express secular ideas', 'music in opera became more complex', 'opera was used to teach technology to the general public']",0
124,754,"['it was the first play she had seen performed professionally', 'she saw it against the wishes of her parents', 'she was surprised at how traditional the performance was', 'she had a variety of emotional reactions to the play']","['to explain how the heliocentric theory of the universe developed', 'to give an example of the persistence of traditional theories', 'to show that scientific knowledge is rarely influenced by philosophy', 'to compare methods in observational and theoretical astronomy']",0
125,755,"['the cave was not formed by flowing water', 'the cave is no longer forming', 'bacteria are present in high concentrations inside the cave', 'no type of acid was involved in the formation of the cave']","['to explain how the heliocentric theory of the universe developed', 'to give an example of the persistence of traditional theories', 'to show that scientific knowledge is rarely influenced by philosophy', 'to compare methods in observational and theoretical astronomy']",0
126,756,"['the sun appeared to them to revolve around earth', 'they had not developed methods of gathering accurate data on the movement of planets', 'their religious and philosophical beliefs supported this view', 'some of the planets in the solar system had not been discovered yet']","['he does not know the publication date of some reviews he needs', ""he does not know the location of the library's vides collection of plays"", 'he does not know how to find out where the play is currently being performed', 'he does not know how to determine which newspaper he should look at']",0
127,757,"['the sun appeared to them to revolve around earth', 'they had not developed methods of gathering accurate data on the movement of planets', 'their religious and philosophical beliefs supported this view', 'some of the planets in the solar system had not been discovered yet']","['the cave has stopped attracting visitors', 'the cave no longer contains any limestone', 'the air in the cave is safer to breathe now than it was in the past', 'gypsum deposits inside the cave are growing thicker']",0
128,758,"['fresh meat was less expensive than spices were', 'spices were mainly used in incense and perfume', 'the sale of spoiled food was prohibited', 'salt was cheaper than most spices were']","['to explain why early astronomers found new discoveries exciting', 'to explain why some claims made by ancient greek astronomers conflicted with claims made by earlier astronomers', 'to illustrate that the geocentric concept was open to many interpretations', 'to illustrate that the geocentric concept itself was not considered questionable']",0
129,759,"['it did not produce accurate data', 'its results are of little importance', 'its conclusions are not supported by other studies', 'it does not make good use of advanced technology']","['to explain why early astronomers found new discoveries exciting', 'to explain why some claims made by ancient greek astronomers conflicted with claims made by earlier astronomers', 'to illustrate that the geocentric concept was open to many interpretations', 'to illustrate that the geocentric concept itself was not considered questionable']",0
130,760,"['requirements for food to be certified as organic', 'information on where the cafeteria food comes from', 'a list of the food choices offered to students for each meal', 'the nutritional content of specific foods']","['to explain why early astronomers started measuring the velocity of the planets', 'to explain why the astronomer aristarchus rejected the geocentric model', 'to show how early astronomers explained the apparent backward motion of some planets', 'to show that early astronomers believed that all planets moved in their own orbits around the sun']",0
131,761,"['her high school course fulfilled the requirement for previous course work', 'the computer system that usually blocks students was not working properly', 'an employee in the department did not follow instructions', 'the professor made an exception in her case']","['to explain why early astronomers started measuring the velocity of the planets', 'to explain why the astronomer aristarchus rejected the geocentric model', 'to show how early astronomers explained the apparent backward motion of some planets', 'to show that early astronomers believed that all planets moved in their own orbits around the sun']",0
132,762,"['ask his professor if the same book will be used next semester', 'sell the book back as soon as the buyback period begins', 'make sure the book is in good condition', 'bring the original sales receipt with the book']","['to describe some recent improvements in computer technology', 'to explain why so many software products have flaws when they are put on the market', 'to show that creating good software depends on people with distinct roles working well together', 'to discuss how the software development process has evolved since the time of early computers']",0
133,763,"['they act more predictably than other characters', 'they are difficult for readers to understand', ""they help reveal the main character's personality"", 'they are the only characters able to experience defeat']","['to describe some recent improvements in computer technology', 'to explain why so many software products have flaws when they are put on the market', 'to show that creating good software depends on people with distinct roles working well together', 'to discuss how the software development process has evolved since the time of early computers']",0
134,764,"[""she does not believe they are the main cause of the changes in florida's climate"", 'she is certain that they have caused a worldwide decrease in the number of frosts', 'she believes they contributed to the increase of citrus production in florida', 'she does not fully understand what causes them']","['it originated because of similar between computer virus and real virus', 'it is based on an incident in which an insect interfered with the function of any early computer', 'it was first used by early computer scientists who noticed small problems in programming code', 'it was first used by developers who did not like testers identifying problems in their work']",0
135,765,"['it originated because of similar between computer virus and real virus', 'it is based on an incident in which an insect interfered with the function of any early computer', 'it was first used by early computer scientists who noticed small problems in programming code', 'it was first used by developers who did not like testers identifying problems in their work']","[""reviewing other student's reports"", 'using books in the library', 'interviewing their classmates', 'speaking in public']",0
136,766,"['it is most effective just before holidays when people give gifts', 'it may require quick decision making', 'it is a waste , since many consumers select products based on their previous experiences', 'it is better guided by good research than by good theories']","['the work they do is mainly creative', 'they enjoy the challenge of identifying problems to fix', 'their work is easier than the work of software testers', 'they are not always able to detect software problems']",0.5
137,767,"['by obtaining input from community members when developing new courses', 'by letting community members attend some lectures and classes without charge', 'by offering free career advice to community members', 'by offering tuition discounts to community members']","['the work they do is mainly creative', 'they enjoy the challenge of identifying problems to fix', 'their work is easier than the work of software testers', 'they are not always able to detect software problems']",0
138,768,"['no unplanned changes were made during defect meetings', 'the teams focused on fixing only major problems', 'the software developers were not defensive about problems detected by the testers', 'some of the software testers had previous experience as software developers']","['different foraging strategies among animals', 'methods beavers use to gather building materials', 'decisions beavers make about where to live', 'choices beavers face when foraging']",0
139,769,"['no unplanned changes were made during defect meetings', 'the teams focused on fixing only major problems', 'the software developers were not defensive about problems detected by the testers', 'some of the software testers had previous experience as software developers']","['they are the type of meteorite that most commonly falls to the ground', 'they are type of meteorite most often seen in museums', 'they are the oldest type of meteorite found on the ground', 'they are the most difficult type of meteorite to find on the ground']",0
140,770,"['the project split product was released to the market in a shorter amount of time', 'the project split product could be used in more types of computer systems', 'the project split product cost less money to develop', 'the project split product was of inferior quality']","['she thinks it resolves most of the major questions about distraction', 'she feels it is of limited use because of flaws in the study designs', 'she believes it has changed the direction of research on distraction', 'she thinks its findings can be applied only to visual distraction']",0
141,771,"['an increase in the ecotourism industry', 'an increase in the use of land to raise crops and cattle', 'a decrease in banding studies', 'a decrease in the distance traveled during migration']","['the project split product was released to the market in a shorter amount of time', 'the project split product could be used in more types of computer systems', 'the project split product cost less money to develop', 'the project split product was of inferior quality']",0
142,772,"['to support a hypothesis about the evolution of constrictor snakes', 'to support a hypothesis that venomous snakes evolved from constrictor snakes', 'to give an example of a snake species that was never venomous', 'to give an example of a type of snake that can change its color']","['to suggest that the student take a break from it for a few weeks', 'to give an example of how exercise affects memory', 'to illustrate the point he is making about study habits', 'to find out if the next track meet will interfere with the exam']",0
143,773,"['to support a hypothesis about the evolution of constrictor snakes', 'to support a hypothesis that venomous snakes evolved from constrictor snakes', 'to give an example of a snake species that was never venomous', 'to give an example of a type of snake that can change its color']","['element 43 has a very fast rate of decay', 'element 43 always contains small amount of other elements', 'element 43 cannot be created artificially', ""element 43's radioactivity makes it easy to isolate and measure""]",0
144,774,"['she is enthusiastic about the drugs that have been tested to date', 'she is concerned about the side effects of drugs created from snake venom proteins', 'she doubts that the dna database will be useful in developing new drugs', 'she thinks it is too early to tell how successful the research will be']","['to explain why early astronomers started measuring the velocity of the planets', 'to explain why the astronomer aristarchus rejected the geocentric model', 'to show how early astronomers explained the apparent backward motion of some planets', 'to show that early astronomers believed that all planets moved in their own orbits around the sun']",0
145,775,"['she is enthusiastic about the drugs that have been tested to date', 'she is concerned about the side effects of drugs created from snake venom proteins', 'she doubts that the dna database will be useful in developing new drugs', 'she thinks it is too early to tell how successful the research will be']","['he compares them to stars', 'he compares them to types of planets', 'he compares them to rocks on earth', 'he compares them to meteors and meteorites']",0
146,776,"['their results were decisive', 'they were not carried out carefully', 'they were not continued long enough to reach a conclusion', 'the government should not have allowed the experiments']","['methods of analyzing toxic proteins in snake venom', 'insights about snake evolution provided by venom analysis', 'how snake venom differs from lizard venom', 'why colubrids are considered nonvenomous snakes']",0
147,777,"['parenting of the young by males', 'laying eggs in a nest', 'returning to the same nest site year after year', 'stealing eggs from the nests of other reptiles']","['methods of analyzing toxic proteins in snake venom', 'insights about snake evolution provided by venom analysis', 'how snake venom differs from lizard venom', 'why colubrids are considered nonvenomous snakes']",0
148,778,"['to determine whether the students have enrolled in the appropriate course', 'to stress the usefulness of the classification system for students', 'to present assumptions that have recently been challenged', 'to give an example of a method that she will explain in greater detail']","['there was a network of waterways where they lived', 'snowy winters made land travel too difficult', 'some native american groups sold their canoes to other groups', 'canoe travel helped form relationship between groups of native americans']",1
149,779,"['the best methods for preserving samples of onion cells', 'the differences between onion cells and other plant cells', 'the process of cell division in an onion', 'the different ways that onion cells can be diagrammed']","['to determine whether the students have enrolled in the appropriate course', 'to stress the usefulness of the classification system for students', 'to present assumptions that have recently been challenged', 'to give an example of a method that she will explain in greater detail']",0
150,780,"['the students should be familiar with most of the techniques', 'different techniques were used to analyze the iron content of ancient ink', 'the use of ultraviolet light was more damaging than the other techniques', 'x ray image was more effective than the other techniques']","['it can show the relationships only among a small number of animal species', 'it requires technology that is not widely available', 'it cannot account for characteristics that first appeared in the recent geologic past', 'it cannot determine whether similar characteristics developed in similar ways']",0
151,781,"['it can show the relationships only among a small number of animal species', 'it requires technology that is not widely available', 'it cannot account for characteristics that first appeared in the recent geologic past', 'it cannot determine whether similar characteristics developed in similar ways']","['to show how it influenced musical styles such as jazz and blues', 'to explain one way of distorting the sound of a guitar', 'to emphasize the versatility of acoustic guitars', 'to explain the need to amplify the sound of acoustic guitars']",0
152,782,"['grooming may cause an enemy or predator to be confused', 'grooming is a convenient and accessible behavior', 'grooming often occurs before eating and drinking', 'grooming is a common social activity']","['colubrids did not evolve from lizards', 'colubrids do not use venom to catch their prey', 'the front teeth of colubrids are much larger than those of other venomous snakes', 'colubrids produce a much stronger type of venom than other venomous snakes do']",0
153,783,"['it is usually technically stronger than work created for a class', 'it tends to be more interesting than class work', 'it faces increased pressure to be trendy', 'it is more likely to be exhibited than is work created for a class']","['colubrids did not evolve from lizards', 'colubrids do not use venom to catch their prey', 'the front teeth of colubrids are much larger than those of other venomous snakes', 'colubrids produce a much stronger type of venom than other venomous snakes do']",0
154,784,"['the ways that her artistic style developed over time', 'the influence of photography on her portraits', 'the style she used to portray her subjects', 'criticism of her approach to realism and expressionism']","['it is easy for people to lose sight of their true path', 'most people are not capable of deciding which path is best for them', 'the path a person takes can only be seen clearly after the destination has been reached', 'a person should establish a goal before deciding which path to take']",0
155,785,"['the ways that her artistic style developed over time', 'the influence of photography on her portraits', 'the style she used to portray her subjects', 'criticism of her approach to realism and expressionism']","['agriculture developed in africa earlier than previously assumed', 'contact between africa and asia occurred earlier than previously assumed', 'people have inhabited southeast asia longer than previously assumed', 'the banana plant is a more ancient plant than was previously assumed']",0
156,786,"['painters began to produce more lifelike portraits in imitation of photography', 'photography largely replaced the tradition of portrait painting', 'photographers followed the style of portrait painters in creating their work', 'both photography and portrait painting were considered inferior art']","['they based their beliefs on earlier observations by chinese astronomers', 'the idea was contrary to their beliefs about objects in space', 'the sunspots often changed their shape', 'the sunspots were not always visible']",0
157,787,"['painters began to produce more lifelike portraits in imitation of photography', 'photography largely replaced the tradition of portrait painting', 'photographers followed the style of portrait painters in creating their work', 'both photography and portrait painting were considered inferior art']","['his plans for research involving moving rocks', 'a difference between two geological forces that cause rocks to move', 'theories about why desert rocks move', 'reasons why geologists should study moving rocks']",0
158,788,"['it is inadequate for accurately predicting future events', 'it is difficult to study with experiments', 'it is a process that is unrelated to perception or memory', 'it is a relatively new area of study in cognition']","['the depiction of unusual object', ""the way the subjects'sfaces are portrayed"", ""the shape of the subjects'sbodies"", 'the use of color in the paintings']",0
159,789,"['similarities between hippopotamus fossils and the ambulocetus fossil', 'similarities in the genes of hippopotamuses and whales', 'similarities in the habitats of modern hippopotamuses and ancient whales', 'similarities in the skeletal structures of modern hippopotamuses and ancient whales']","['the depiction of unusual object', ""the way the subjects'sfaces are portrayed"", ""the shape of the subjects'sbodies"", 'the use of color in the paintings']",0
160,790,"['whether the capacity of the brain to process irrelevant information varies from person to person', 'whether the brain perceives information that is irrelevant to the performance of a task', 'whether the brain deals with distractions by categorizing irrelevant information as low priority', 'whether the visual cortex is activated during the sensation of movement']","['she felts that it was the best way to represent a time period', 'she enjoyed the technical challenge of painting portraits', 'she found that it was too difficult to earn a living painting abstract art', 'she followed the lead of expressionist painters who also painted portraits']",0
161,791,"['she felts that it was the best way to represent a time period', 'she enjoyed the technical challenge of painting portraits', 'she found that it was too difficult to earn a living painting abstract art', 'she followed the lead of expressionist painters who also painted portraits']","['to introduce a method that can help students remember new information', 'to introduce a way to study how information passes from one person to another', 'to explain the differences between biological information and cultural information', 'to explain the differences between stories , songs , and other pieces of information']",0.5
162,792,"['to explain why it took neel a long time to find her characteristic style', 'to explain why neel experimented with genres other than portraiture', ""to identify elements of realism and expressionism in neel's paintings"", ""to emphasize a distinctive feature of neel's body of work""]","['to explore the use of spices in conking in the middle ages', 'to explain the significance of spices for medieval society', 'to describe how the spice trade evolved in medieval europe', 'to examine changes in the role that spices played in the middle ages']",0
163,793,"['to explain why it took neel a long time to find her characteristic style', 'to explain why neel experimented with genres other than portraiture', ""to identify elements of realism and expressionism in neel's paintings"", ""to emphasize a distinctive feature of neel's body of work""]","['to show that some species cannot be transplanted easily to new environments', 'to give an example of rapid population growth that is not followed by decline', 'to emphasize that species with rapidly growing populations harm ecosystem', 'to introduce a study on the changing population size of certain species']",0
164,794,"['it included unnecessary information', 'it did not include enough examples to illustrate the main point', 'the main point was expressed too abstractly', 'the paper ignored a key historical fact']","['to notify the university of her change of address', 'to find out where her physics class is being held', 'to get directions to the science building', 'to complain about her physics class being canceled']",0
165,795,"['it has revealed that he should limit the focus of his paper', 'it does not provide enough information for him to write the paper', 'it will help him write clearly about a complex topic', 'it overstates the connection between sociology and marketing']","['to notify the university of her change of address', 'to find out where her physics class is being held', 'to get directions to the science building', 'to complain about her physics class being canceled']",0
166,796,"['to ask which elective courses he will be teaching next semester', 'to get more advice on which elective courses to take next semester', 'to find out the difference between public relations and marketing', 'to get help deciding whether to pursue a graduate degree in marketing']","['she threw it away by mistake', 'her roommate forgot to give it to her', 'it was sent to her old mailing address', 'it was sent to another student by mistake']",0
167,797,"['to review a concept he explained in class', 'to give the student a plan to solve her problem', 'to clarify the problem the student is facing', 'to explain a benefit of working in groups']","['she threw it away by mistake', 'her roommate forgot to give it to her', 'it was sent to her old mailing address', 'it was sent to another student by mistake']",0
168,798,"['it enables organisms to convert hydrogen sulfide into food', 'it enables organisms to convert tiny amounts of light into energy', 'it enables organisms to withstand large amounts of carbon dioxide', 'it enables organisms to regulate their temperature']","['not enough students signed up to take the class', 'no professors were available to teach the class', 'the university changed its requirements for physics students', 'there were no classrooms available in the science building at the hour']",0
169,799,"['women and men took art classes together', 'women artists played a greater role in the salon exhibitions', 'more schools were established by women artists', 'fewer women artists were traveling to paris']","['not enough students signed up to take the class', 'no professors were available to teach the class', 'the university changed its requirements for physics students', 'there were no classrooms available in the science building at the hour']",0
170,800,"['consult with her advisor about her class schedule', ""check with the registrar's office about the location of the class"", 'register for her classes early', 'call the physics department']","['the presence of predators', 'lack of appropriate food', 'lack of suitable water', 'extreme desert temperatures']",0
